PeakID (cmd=annotatePeaks.pl ENCAB506UYG.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_4620	chr11	12655901	12656148	+	0	NA	Intergenic	Intergenic	-39945	TEAD1	TEAD1	NM_021961			TEAD1			NA
Interval_9475	chr16	9245926	9246162	+	0	NA	Intergenic	Intergenic	60507	C16orf72	C16orf72	NM_014117			C16orf72			NA
Interval_20981	chr5	142722690	142722992	+	0	NA	intron (NR3C1, intron 2 of 6)	-intron (NR3C1, intron 2 of 8)	60413	NR3C1	NR3C1	NM_001018075			NR3C1			NA
Interval_4883	chr11	46318345	46318839	+	0	NA	intron (CREB3L1, intron 1 of 11)	-intron (CREB3L1, intron 1 of 11)	19403	CREB3L1	CREB3L1	NM_052854			CREB3L1			NA
Interval_5818	chr11	125840387	125840686	+	0	NA	intron (CDON, intron 18 of 19)	-intron (CDON, intron 18 of 19)	66275	DDX25	DDX25	NM_013264			DDX25			NA
Interval_11460	chr17	76623458	76623703	+	0	NA	intron (LOC101928710, intron 3 of 4)	-intron (LOC101928710, intron 3 of 4)	4559	LOC101928710	LOC101928710	NR_110849			LOC101928710			NA
Interval_24174	chr7	103527591	103527877	+	0	NA	intron (RELN, intron 2 of 63)	-intron (RELN, intron 2 of 64)	102229	RELN	RELN	NM_173054			RELN			NA
Interval_726	chr1	36958129	36958575	+	0	NA	Intergenic	Intergenic	-9437	CSF3R	CSF3R	NM_156039			CSF3R			NA
Interval_25300	chr8	61620851	61621167	+	0	NA	intron (CHD7, intron 1 of 37)	-intron (CHD7, intron 1 of 37)	29685	CHD7	CHD7	NM_017780			CHD7			NA
Interval_18165	chr3	148904041	148904375	+	0	NA	intron (CP, intron 10 of 17)	-intron (CP, intron 11 of 18)	35624	CP	CP	NM_000096			CP			NA
Interval_9991	chr16	69623696	69623953	+	0	NA	intron (NFAT5, intron 2 of 15)	-intron (NFAT5, intron 2 of 14)	23955	NFAT5	NFAT5	NM_001113178			NFAT5			NA
Interval_7981	chr14	50330141	50330622	+	0	NA	Intergenic	Intergenic	-10590	NEMF	NEMF	NM_004713			NEMF			NA
Interval_23115	chr6	159125461	159125955	+	0	NA	intron (SYTL3, intron 6 of 15)	-intron (SYTL3, intron 7 of 16)	54662	SYTL3	SYTL3	NM_001242394			SYTL3			NA
Interval_23006	chr6	150336744	150337242	+	0	NA	Intergenic	Intergenic	9675	RAET1L	RAET1L	NM_130900			RAET1L			NA
Interval_20884	chr5	136014916	136015322	+	0	NA	Intergenic	Intergenic	-313955	TRPC7	TRPC7	NM_020389			TRPC7			NA
Interval_14567	chr2	145591993	145592216	+	0	NA	intron (TEX41, intron 2 of 4)	-intron (TEX41, intron 2 of 4)	166570	TEX41	TEX41	NR_033870			TEX41			NA
Interval_17815	chr3	110223567	110224191	+	0	NA	Intergenic	Intergenic	564927	PVRL3-AS1	PVRL3-AS1	NR_045114			PVRL3-AS1			NA
Interval_23554	chr7	25068281	25068578	+	0	NA	Intergenic	Intergenic	96551	CYCS	CYCS	NM_018947			CYCS			NA
Interval_16272	chr21	39649368	39649770	+	0	NA	intron (KCNJ15, intron 1 of 2)	-intron (KCNJ15, intron 2 of 4)	5227	KCNJ15	KCNJ15	NM_002243			KCNJ15			NA
Interval_24063	chr7	99291110	99291529	+	0	NA	intron (CYP3A7-CYP3A51P, intron 14 of 14)	-intron (CYP3A7-CYP3A51P, intron 14 of 14)	-13670	CYP3A5	CYP3A5	NM_000777			CYP3A5			NA
Interval_26562	chr9	102831121	102831681	+	0	NA	intron (ERP44, intron 1 of 11)	-intron (ERP44, intron 1 of 11)	29933	ERP44	ERP44	NM_015051			ERP44			NA
Interval_13727	chr2	46013536	46013796	+	0	NA	intron (PRKCE, intron 1 of 14)	-intron (PRKCE, intron 1 of 14)	134623	PRKCE	PRKCE	NM_005400			PRKCE			NA
Interval_25007	chr8	25714664	25714912	+	0	NA	intron (EBF2, intron 14 of 15)	-intron (EBF2, intron 14 of 15)	187852	EBF2	EBF2	NM_022659			EBF2			NA
Interval_1218	chr1	68166249	68166784	+	0	NA	TTS (GNG12)	-TTS (GNG12)	15656	GADD45A	GADD45A	NM_001199741			GADD45A			NA
Interval_16500	chr22	22080915	22081162	+	0	NA	intron (YPEL1, intron 1 of 4)	-intron (YPEL1, intron 1 of 4)	9085	YPEL1	YPEL1	NR_130910			YPEL1			NA
Interval_8470	chr14	105481619	105481853	+	0	NA	intron (CDCA4, intron 1 of 2)	-intron (CDCA4, intron 1 of 1)	5689	CDCA4	CDCA4	NM_145701			CDCA4			NA
Interval_17788	chr3	105718577	105719214	+	0	NA	Intergenic	Intergenic	-131008	CBLB	CBLB	NM_170662			CBLB			NA
Interval_23877	chr7	73265895	73266338	+	0	NA	Intergenic	Intergenic	-9261	WBSCR27	WBSCR27	NM_152559			WBSCR27			NA
Interval_543	chr1	28261801	28262104	+	0	NA	intron (SMPDL3B, intron 1 of 7)	-intron (SMPDL3B, intron 1 of 6)	486	SMPDL3B	SMPDL3B	NM_014474			SMPDL3B			NA
Interval_16979	chr3	4685511	4686187	+	0	NA	exon (ITPR1, exon 8 of 59)	-exon (ITPR1, exon 8 of 59)	107425	EGOT	EGOT	NR_004428			EGOT			NA
Interval_12628	chr19	21809814	21810609	+	0	NA	Intergenic	Intergenic	121774	ZNF429	ZNF429	NM_001001415			ZNF429			NA
Interval_1989	chr1	157249084	157249820	+	0	NA	Intergenic	Intergenic	-141275	ETV3	ETV3	NM_001145312			ETV3			NA
Interval_1056	chr1	54971035	54971312	+	0	NA	Intergenic	Intergenic	-42634	ACOT11	ACOT11	NM_015547			ACOT11			NA
Interval_20067	chr5	34577459	34577820	+	0	NA	Intergenic	Intergenic	-78794	RAI14	RAI14	NM_001145525			RAI14			NA
Interval_22229	chr6	47210296	47210582	+	0	NA	intron (TNFRSF21, intron 4 of 5)	-intron (TNFRSF21, intron 4 of 5)	67244	TNFRSF21	TNFRSF21	NM_014452			TNFRSF21			NA
Interval_6127	chr12	25402919	25403146	+	0	NA	intron (KRAS, intron 1 of 5)	-intron (KRAS, intron 1 of 4)	833	KRAS	KRAS	NM_004985			KRAS			NA
Interval_24487	chr7	133939313	133939628	+	0	NA	intron (LRGUK, intron 18 of 19)	-intron (LRGUK, intron 18 of 19)	62357	SLC35B4	SLC35B4	NM_032826			SLC35B4			NA
Interval_18384	chr3	170909913	170910687	+	0	NA	intron (TNIK, intron 5 of 32)	-intron (TNIK, intron 5 of 31)	-85752	MIR569	MIR569	NR_030295			MIR569			NA
Interval_2396	chr1	191034910	191035221	+	0	NA	Intergenic	Intergenic	441045	LOC440704	LOC440704	NR_033922			LOC440704			NA
Interval_1850	chr1	151746672	151747453	+	0	NA	intron (TDRKH, intron 12 of 13)	-intron (TDRKH, intron 12 of 12)	7931	OAZ3	OAZ3	NM_016178			OAZ3			NA
Interval_14866	chr2	188417861	188418345	+	0	NA	intron (TFPI, intron 1 of 7)	-intron (TFPI, intron 1 of 6)	1116	TFPI	TFPI	NM_001032281			TFPI			NA
Interval_26663	chr9	115303025	115303337	+	0	NA	intron (KIAA1958, intron 1 of 3)	-intron (KIAA1958, intron 1 of 4)	53933	KIAA1958	KIAA1958	NM_001287036			KIAA1958			NA
Interval_12744	chr19	38714007	38714249	+	0	NA	intron (DPF1, intron 1 of 10)	-intron (DPF1, intron 1 of 11)	762	DPF1	DPF1	NM_001135156			DPF1			NA
Interval_6894	chr12	106348649	106349653	+	0	NA	Intergenic	Intergenic	184660	NUAK1	NUAK1	NM_014840			NUAK1			NA
Interval_17889	chr3	124298590	124298865	+	0	NA	intron (KALRN, intron 34 of 59)	-intron (KALRN, intron 34 of 59)	-150486	UMPS	UMPS	NM_000373			UMPS			NA
Interval_18399	chr3	171446187	171446423	+	0	NA	intron (PLD1, intron 6 of 26)	-intron (PLD1, intron 6 of 25)	81979	PLD1	PLD1	NM_002662			PLD1			NA
Interval_11841	chr18	43590089	43590419	+	0	NA	intron (PSTPIP2, intron 5 of 14)	-intron (PSTPIP2, intron 5 of 14)	-42949	EPG5	EPG5	NM_020964			EPG5			NA
Interval_17522	chr3	52715710	52715943	+	0	NA	intron (PBRM1, intron 1 of 29)	-intron (PBRM1, intron 1 of 29)	4040	PBRM1	PBRM1	NM_018313			PBRM1			NA
Interval_7000	chr12	112143540	112143938	+	0	NA	intron (ACAD10, intron 4 of 20)	-intron (ACAD10, intron 4 of 21)	19882	ACAD10	ACAD10	NM_025247			ACAD10			NA
Interval_23564	chr7	26220275	26220734	+	0	NA	intron (NFE2L3, intron 2 of 3)	-intron (NFE2L3, intron 2 of 3)	19909	HNRNPA2B1	HNRNPA2B1	NM_031243			HNRNPA2B1			NA
Interval_7285	chr12	132111563	132112086	+	0	NA	Intergenic	Intergenic	-83808	SFSWAP	SFSWAP	NM_001261411			SFSWAP			NA
Interval_4947	chr11	57280189	57280449	+	0	NA	intron (SLC43A1, intron 2 of 14)	-intron (SLC43A1, intron 2 of 14)	2873	SLC43A1	SLC43A1	NM_003627			SLC43A1			NA
Interval_22979	chr6	147487387	147487936	+	0	NA	intron (STXBP5-AS1, intron 3 of 10)	-intron (STXBP5-AS1, intron 3 of 10)	-37833	STXBP5	STXBP5	NM_001127715			STXBP5			NA
Interval_10391	chr17	9423968	9424320	+	0	NA	intron (STX8, intron 2 of 5)	-intron (STX8, intron 4 of 7)	55131	STX8	STX8	NM_004853			STX8			NA
Interval_22140	chr6	41907120	41908087	+	0	NA	intron (CCND3, intron 1 of 3)	-intron (CCND3, intron 2 of 4)	1983	CCND3	CCND3	NM_001136017			CCND3			NA
Interval_7318	chr13	20388104	20388522	+	0	NA	Intergenic	Intergenic	-31154	PSPC1	PSPC1	NM_001042414			PSPC1			NA
Interval_5671	chr11	112189026	112189438	+	0	NA	intron (LOC283140, intron 2 of 3)	-intron (LOC283140, intron 2 of 3)	47760	LOC283140	LOC283140	NR_126004			LOC283140			NA
Interval_6391	chr12	53318841	53319351	+	0	NA	intron (KRT8, intron 1 of 8)	-intron (KRT8, intron 1 of 8)	-23559	KRT18	KRT18	NM_199187			KRT18			NA
Interval_10304	chr17	1700596	1700945	+	0	NA	intron (SMYD4, intron 5 of 10)	-intron (SMYD4, intron 5 of 10)	32405	SMYD4	SMYD4	NM_052928			SMYD4			NA
Interval_8345	chr14	93476849	93477219	+	0	NA	intron (ITPK1, intron 4 of 10)	-intron (ITPK1, intron 4 of 10)	-56763	ITPK1-AS1	ITPK1-AS1	NR_002808			ITPK1-AS1			NA
Interval_22109	chr6	39219215	39219461	+	0	NA	Intergenic	Intergenic	-22087	KCNK5	KCNK5	NM_003740			KCNK5			NA
Interval_7355	chr13	25775003	25775261	+	0	NA	Intergenic	Intergenic	19662	LINC01053	LINC01053	NR_120427			LINC01053			NA
Interval_5624	chr11	107376434	107376733	+	0	NA	intron (ALKBH8, intron 11 of 11)	-intron (ALKBH8, intron 11 of 11)	-48011	CWF19L2	CWF19L2	NM_152434			CWF19L2			NA
Interval_12961	chr19	47925811	47926043	+	0	NA	Intergenic	Intergenic	-3142	MEIS3	MEIS3	NM_001301059			MEIS3			NA
Interval_633	chr1	32349086	32349530	+	0	NA	Intergenic	Intergenic	54680	PTP4A2	PTP4A2	NM_080391			PTP4A2			NA
Interval_20081	chr5	36365933	36366238	+	0	NA	Intergenic	Intergenic	-64074	RANBP3L	RANBP3L	NM_145000			RANBP3L			NA
Interval_6750	chr12	92810119	92810429	+	0	NA	Intergenic	Intergenic	-5033	CLLU1	CLLU1	NR_027932			CLLU1			NA
Interval_6249	chr12	42880184	42880631	+	0	NA	intron (PRICKLE1, intron 1 of 7)	-intron (PRICKLE1, intron 1 of 7)	103165	PRICKLE1	PRICKLE1	NM_153026			PRICKLE1			NA
Interval_14405	chr2	120348441	120348755	+	0	NA	intron (CFAP221, intron 6 of 17)	-intron (CFAP221, intron 7 of 23)	46590	CFAP221	CFAP221	NM_001271049			CFAP221			NA
Interval_357	chr1	21778636	21779064	+	0	NA	intron (NBPF3, intron 2 of 13)	-intron (NBPF3, intron 2 of 14)	12267	NBPF3	NBPF3	NM_032264			NBPF3			NA
Interval_25240	chr8	55248848	55249135	+	0	NA	Intergenic	Intergenic	-121504	SOX17	SOX17	NM_022454			SOX17			NA
Interval_3321	chr10	17045039	17045548	+	0	NA	intron (CUBN, intron 28 of 66)	-intron (CUBN, intron 28 of 66)	126523	CUBN	CUBN	NM_001081			CUBN			NA
Interval_17210	chr3	32182323	32182797	+	0	NA	intron (GPD1L, intron 4 of 7)	-intron (GPD1L, intron 4 of 7)	34557	GPD1L	GPD1L	NM_015141			GPD1L			NA
Interval_10565	chr17	26499932	26500572	+	0	NA	intron (NLK, intron 7 of 10)	-intron (NLK, intron 7 of 10)	-53337	PYY2	PYY2	NR_003064			PYY2			NA
Interval_24671	chr7	149416050	149416494	+	0	NA	intron (KRBA1, intron 1 of 16)	-intron (KRBA1, intron 1 of 16)	4170	KRBA1	KRBA1	NM_001290187			KRBA1			NA
Interval_21937	chr6	32996190	32996565	+	0	NA	Intergenic	Intergenic	-18988	HLA-DOA	HLA-DOA	NM_002119_6			HLA-DOA			NA
Interval_985	chr1	51895515	51896035	+	0	NA	intron (EPS15, intron 12 of 24)	-intron (EPS15, intron 12 of 24)	89220	EPS15	EPS15	NM_001981			EPS15			NA
Interval_1588	chr1	113476912	113477214	+	0	NA	intron (SLC16A1, intron 1 of 4)	-intron (SLC16A1, intron 1 of 4)	11091	AKR7A2P1	AKR7A2P1	NR_002796			AKR7A2P1			NA
Interval_9652	chr16	23011457	23011726	+	0	NA	Intergenic	Intergenic	149000	USP31	USP31	NM_020718			USP31			NA
Interval_26889	chr9	132368494	132369020	+	0	NA	Intergenic	Intergenic	14298	C9orf50	C9orf50	NM_199350			C9orf50			NA
Interval_4295	chr10	120245276	120245617	+	0	NA	Intergenic	Intergenic	109714	PRLHR	PRLHR	NM_004248			PRLHR			NA
Interval_11082	chr17	53558295	53558654	+	0	NA	Intergenic	Intergenic	-59133	MMD	MMD	NM_012329			MMD			NA
Interval_12517	chr19	16774650	16774970	+	0	NA	intron (TMEM38A, intron 1 of 5)	-intron (TMEM38A, intron 1 of 5)	2872	TMEM38A	TMEM38A	NM_024074			TMEM38A			NA
Interval_13706	chr2	43496161	43496479	+	0	NA	intron (THADA, intron 34 of 35)	-intron (THADA, intron 36 of 37)	41970	LINC01126	LINC01126	NR_027251			LINC01126			NA
Interval_26421	chr9	94629883	94630096	+	0	NA	intron (ROR2, intron 1 of 8)	-intron (ROR2, intron 1 of 8)	82455	ROR2	ROR2	NM_004560			ROR2			NA
Interval_15411	chr20	1358715	1359107	+	0	NA	exon (SDCBP2-AS1, exon 3 of 3)	-exon (SDCBP2-AS1, exon 3 of 3)	14694	MIR6869	MIR6869	NR_106929			MIR6869			NA
Interval_1975	chr1	156894601	156894867	+	0	NA	exon (LRRC71, exon 5 of 15)	-exon (LRRC71, exon 5 of 15)	4310	LRRC71	LRRC71	NM_144702			LRRC71			NA
Interval_3183	chr10	4983760	4984122	+	0	NA	Intergenic	Intergenic	-21513	AKR1C1	AKR1C1	NM_001353			AKR1C1			NA
Interval_9087	chr15	75834775	75835187	+	0	NA	intron (PTPN9, intron 1 of 12)	-intron (PTPN9, intron 1 of 12)	36651	PTPN9	PTPN9	NM_002833			PTPN9			NA
Interval_26728	chr9	124132694	124133025	+	0	NA	promoter-TSS (STOM)	-promoter-TSS (STOM)	-277	STOM	STOM	NM_198194			STOM			NA
Interval_22001	chr6	34787699	34788080	+	0	NA	intron (UHRF1BP1, intron 1 of 20)	-intron (UHRF1BP1, intron 1 of 20)	28095	UHRF1BP1	UHRF1BP1	NM_017754			UHRF1BP1			NA
Interval_4486	chr11	5152862	5153588	+	0	NA	exon (OR52A5, exon 1 of 1)	-exon (OR52A5, exon 1 of 1)	647	OR52A5	OR52A5	NM_001005160			OR52A5			NA
Interval_17913	chr3	126074786	126075127	+	0	NA	intron (KLF15, intron 1 of 2)	-intron (KLF15, intron 1 of 2)	1280	KLF15	KLF15	NM_014079			KLF15			NA
Interval_21503	chr6	13006876	13007206	+	0	NA	intron (PHACTR1, intron 4 of 14)	-intron (PHACTR1, intron 4 of 14)	288777	LOC100130357	LOC100130357	NM_001242698			LOC100130357			NA
Interval_272	chr1	17013765	17014332	+	0	NA	Intergenic	Intergenic	14550	FAM231A	FAM231A	NM_001282321			FAM231A			NA
Interval_3914	chr10	81174232	81174465	+	0	NA	intron (ZCCHC24, intron 2 of 3)	-intron (ZCCHC24, intron 2 of 3)	31035	ZCCHC24	ZCCHC24	NM_153367			ZCCHC24			NA
Interval_20915	chr5	139075932	139076146	+	0	NA	Intergenic	Intergenic	47738	CXXC5	CXXC5	NM_016463			CXXC5			NA
Interval_2747	chr1	214382858	214383097	+	0	NA	Intergenic	Intergenic	-71588	SMYD2	SMYD2	NM_020197			SMYD2			NA
Interval_17082	chr3	13394240	13394470	+	0	NA	intron (NUP210, intron 18 of 39)	-intron (NUP210, intron 18 of 39)	67464	NUP210	NUP210	NM_024923			NUP210			NA
Interval_23345	chr7	5420663	5420957	+	0	NA	intron (TNRC18, intron 5 of 29)	-intron (TNRC18, intron 5 of 29)	42367	TNRC18	TNRC18	NM_001080495			TNRC18			NA
Interval_188	chr1	12520836	12521273	+	0	NA	intron (VPS13D, intron 66 of 68)	-intron (VPS13D, intron 67 of 69)	-46246	SNORA59B	SNORA59B	NR_003022_1			SNORA59B			NA
Interval_25633	chr8	106136119	106136419	+	0	NA	Intergenic	Intergenic	-194878	ZFPM2	ZFPM2	NM_012082			ZFPM2			NA
Interval_16468	chr22	20878411	20878637	+	0	NA	intron (MED15, intron 1 of 16)	-intron (MED15, intron 1 of 17)	16695	MED15	MED15	NM_001003891			MED15			NA
Interval_21543	chr6	14167112	14167468	+	0	NA	Intergenic	Intergenic	49425	CD83	CD83	NM_001251901			CD83			NA
Interval_19099	chr4	68995362	68995989	+	0	NA	promoter-TSS (TMPRSS11F)	-promoter-TSS (TMPRSS11F)	-88	TMPRSS11F	TMPRSS11F	NM_207407			TMPRSS11F			NA
Interval_1573	chr1	113231348	113231934	+	0	NA	exon (MOV10, exon 3 of 21)	-exon (MOV10, exon 3 of 21)	14707	MOV10	MOV10	NM_020963			MOV10			NA
Interval_996	chr1	52204325	52204706	+	0	NA	intron (OSBPL9, intron 1 of 18)	-intron (OSBPL9, intron 4 of 23)	97559	MIR761	MIR761	NR_031580			MIR761			NA
Interval_6681	chr12	80238569	80238990	+	0	NA	intron (PPP1R12A, intron 3 of 24)	-intron (PPP1R12A, intron 4 of 25)	90199	PPP1R12A	PPP1R12A	NM_001244990			PPP1R12A			NA
Interval_23117	chr6	159146735	159147194	+	0	NA	intron (SYTL3, intron 9 of 15)	-intron (SYTL3, intron 10 of 16)	38821	MIR3918	MIR3918	NR_037482			MIR3918			NA
Interval_22722	chr6	125908823	125909074	+	0	NA	Intergenic	Intergenic	-86551	LOC643623	LOC643623	NR_038906			LOC643623			NA
Interval_5777	chr11	120223267	120223721	+	0	NA	intron (ARHGEF12, intron 1 of 40)	-intron (ARHGEF12, intron 1 of 39)	15876	ARHGEF12	ARHGEF12	NM_001301084			ARHGEF12			NA
Interval_14896	chr2	191176899	191177320	+	0	NA	intron (HIBCH, intron 1 of 12)	-intron (HIBCH, intron 1 of 13)	7662	HIBCH	HIBCH	NM_014362			HIBCH			NA
Interval_21839	chr6	28632761	28633200	+	0	NA	Intergenic	Intergenic	-77868	ZBED9	ZBED9	NM_052923_1			ZBED9			NA
Interval_27314	chrX	44830964	44831290	+	0	NA	intron (KDM6A, intron 3 of 27)	-intron (KDM6A, intron 3 of 29)	98706	KDM6A	KDM6A	NM_021140			KDM6A			NA
Interval_3411	chr10	25190843	25191510	+	0	NA	intron (PRTFDC1, intron 3 of 8)	-intron (PRTFDC1, intron 3 of 7)	50397	PRTFDC1	PRTFDC1	NM_001282786			PRTFDC1			NA
Interval_25700	chr8	116961740	116961972	+	0	NA	TTS (LINC00536)	-TTS (LINC00536)	-280601	TRPS1	TRPS1	NM_014112			TRPS1			NA
Interval_11937	chr18	53648953	53649286	+	0	NA	Intergenic	Intergenic	-61689	LINC01416	LINC01416	NR_110755			LINC01416			NA
Interval_17755	chr3	100385604	100385862	+	0	NA	intron (ADGRG7, intron 14 of 15)	-intron (ADGRG7, intron 8 of 9)	-42442	TFG	TFG	NM_001195478			TFG			NA
Interval_5122	chr11	64763784	64764127	+	0	NA	intron (BATF2, intron 1 of 2)	-intron (BATF2, intron 1 of 2)	562	BATF2	BATF2	NM_138456			BATF2			NA
Interval_19815	chr4	174210519	174210978	+	0	NA	intron (GALNT7, intron 2 of 11)	-intron (GALNT7, intron 2 of 11)	44847	HMGB2	HMGB2	NM_002129			HMGB2			NA
Interval_8386	chr14	100634873	100635126	+	0	NA	Intergenic	Intergenic	-8987	DEGS2	DEGS2	NM_206918			DEGS2			NA
Interval_19363	chr4	99603754	99604261	+	0	NA	Intergenic	Intergenic	-24195	TSPAN5	TSPAN5	NM_005723			TSPAN5			NA
Interval_6608	chr12	71151621	71152047	+	0	NA	intron (PTPRR, intron 4 of 13)	-intron (PTPRR, intron 3 of 12)	-3446	PTPRR	PTPRR	NM_002849			PTPRR			NA
Interval_15524	chr20	21003575	21003976	+	0	NA	Intergenic	Intergenic	-102849	KIZ	KIZ	NM_001276389			KIZ			NA
Interval_16976	chr3	4575200	4576256	+	0	NA	intron (ITPR1, intron 4 of 57)	-intron (ITPR1, intron 4 of 58)	40696	ITPR1	ITPR1	NM_001168272			ITPR1			NA
Interval_19200	chr4	79543553	79544315	+	0	NA	Intergenic	Intergenic	-23214	LINC01094	LINC01094	NR_038308			LINC01094			NA
Interval_4535	chr11	7621779	7622099	+	0	NA	intron (PPFIBP2, intron 5 of 23)	-intron (PPFIBP2, intron 2 of 20)	72890	CYB5R2	CYB5R2	NM_001302826			CYB5R2			NA
Interval_7577	chr13	59874480	59874828	+	0	NA	Intergenic	Intergenic	712689	DIAPH3	DIAPH3	NM_001042517			DIAPH3			NA
Interval_27465	chrX	67872760	67872973	+	0	NA	intron (STARD8, intron 1 of 13)	-intron (STARD8, intron 1 of 14)	5355	STARD8	STARD8	NM_001142503			STARD8			NA
Interval_15059	chr2	205889593	205890187	+	0	NA	intron (PARD3B, intron 3 of 21)	-intron (PARD3B, intron 3 of 22)	479374	PARD3B	PARD3B	NM_152526			PARD3B			NA
Interval_8143	chr14	69194287	69194708	+	0	NA	Intergenic	Intergenic	66134	ZFP36L1	ZFP36L1	NM_001244701			ZFP36L1			NA
Interval_6454	chr12	56403968	56404213	+	0	NA	Intergenic	Intergenic	-10599	IKZF4	IKZF4	NM_022465			IKZF4			NA
Interval_5642	chr11	110018694	110019007	+	0	NA	intron (ZC3H12C, intron 2 of 5)	-intron (ZC3H12C, intron 2 of 5)	54763	ZC3H12C	ZC3H12C	NM_033390			ZC3H12C			NA
Interval_8043	chr14	57754530	57754818	+	0	NA	intron (AP5M1, intron 6 of 6)	-intron (AP5M1, intron 7 of 7)	-19057	EXOC5	EXOC5	NM_006544			EXOC5			NA
Interval_12134	chr19	2161204	2161719	+	0	NA	Intergenic	Intergenic	-2687	DOT1L	DOT1L	NM_032482			DOT1L			NA
Interval_18826	chr4	7029490	7029904	+	0	NA	intron (TBC1D14, intron 13 of 13)	-intron (TBC1D14, intron 13 of 13)	15031	CCDC96	CCDC96	NM_153376			CCDC96			NA
Interval_6554	chr12	66053551	66053782	+	0	NA	Intergenic	Intergenic	-17514	LOC100507065	LOC100507065	NR_120433			LOC100507065			NA
Interval_15135	chr2	217053180	217053651	+	0	NA	intron (XRCC5, intron 16 of 20)	-intron (XRCC5, intron 16 of 20)	-28197	PKI55	PKI55	NR_037701			PKI55			NA
Interval_1976	chr1	156927981	156928696	+	0	NA	intron (ARHGEF11, intron 17 of 40)	-intron (ARHGEF11, intron 16 of 39)	-22302	MIR765	MIR765	NR_030527			MIR765			NA
Interval_4148	chr10	102936353	102936697	+	0	NA	intron (LINC01514, intron 1 of 5)	-intron (LINC01514, intron 1 of 5)	446	LINC01514	LINC01514	NR_120620			LINC01514			NA
Interval_21697	chr6	20538480	20538806	+	0	NA	intron (CDKAL1, intron 2 of 15)	-intron (CDKAL1, intron 2 of 15)	3955	CDKAL1	CDKAL1	NM_017774			CDKAL1			NA
Interval_13352	chr2	11368783	11369187	+	0	NA	intron (ROCK2, intron 5 of 32)	-intron (ROCK2, intron 5 of 32)	73487	PQLC3	PQLC3	NM_152391			PQLC3			NA
Interval_4361	chr10	127610087	127610385	+	0	NA	intron (FANK1, intron 1 of 10)	-intron (FANK1, intron 1 of 10)	25128	FANK1	FANK1	NM_145235			FANK1			NA
Interval_25951	chr8	144416036	144416344	+	0	NA	intron (TOP1MT, intron 1 of 13)	-intron (TOP1MT, intron 2 of 14)	871	TOP1MT	TOP1MT	NM_001258447			TOP1MT			NA
Interval_19563	chr4	129658290	129658626	+	0	NA	Intergenic	Intergenic	-72320	JADE1	JADE1	NM_001287443			JADE1			NA
Interval_3924	chr10	81962995	81963273	+	0	NA	intron (ANXA11, intron 1 of 16)	-intron (ANXA11, intron 1 of 14)	2194	ANXA11	ANXA11	NM_001278407			ANXA11			NA
Interval_17566	chr3	58160356	58160730	+	0	NA	Intergenic	Intergenic	36187	DNASE1L3	DNASE1L3	NM_001256560			DNASE1L3			NA
Interval_22553	chr6	106735171	106735448	+	0	NA	intron (ATG5, intron 2 of 4)	-intron (ATG5, intron 4 of 7)	28832	ATG5	ATG5	NM_001286111			ATG5			NA
Interval_26238	chr9	69012811	69013459	+	0	NA	Intergenic	Intergenic	-10814	MIR1299	MIR1299	NR_031629			MIR1299			NA
Interval_21272	chr5	177188004	177188388	+	0	NA	intron (FAM153A, intron 1 of 19)	-intron (FAM153A, intron 1 of 19)	19309	FAM153A	FAM153A	NM_173663			FAM153A			NA
Interval_8218	chr14	75313681	75314002	+	0	NA	Intergenic	Intergenic	16696	PROX2	PROX2	NM_001243007			PROX2			NA
Interval_6696	chr12	89495035	89495483	+	0	NA	Intergenic	Intergenic	-81790	LOC728084	LOC728084	NR_038385			LOC728084			NA
Interval_4380	chr10	135059133	135059623	+	0	NA	TTS (MIR202HG)	-TTS (MIR202HG)	1746	MIR202	MIR202	NR_030170			MIR202			NA
Interval_4076	chr10	98448526	98448990	+	0	NA	intron (PIK3AP1, intron 2 of 16)	-intron (PIK3AP1, intron 2 of 16)	31521	PIK3AP1	PIK3AP1	NM_152309			PIK3AP1			NA
Interval_976	chr1	51471193	51471644	+	0	NA	Intergenic	Intergenic	35776	CDKN2C	CDKN2C	NM_078626			CDKN2C			NA
Interval_22120	chr6	40271557	40271790	+	0	NA	Intergenic	Intergenic	52072	LINC00951	LINC00951	NR_038887			LINC00951			NA
Interval_8105	chr14	65734712	65734934	+	0	NA	Intergenic	Intergenic	-45758	LOC100128233	LOC100128233	NR_103769			LOC100128233			NA
Interval_24327	chr7	118220749	118221264	+	0	NA	Intergenic	Intergenic	356294	ANKRD7	ANKRD7	NM_019644			ANKRD7			NA
Interval_9076	chr15	75359516	75359865	+	0	NA	Intergenic	Intergenic	43794	PPCDC	PPCDC	NM_001301105			PPCDC			NA
Interval_5618	chr11	105883443	105883780	+	0	NA	intron (MSANTD4, intron 1 of 2)	-intron (MSANTD4, intron 1 of 2)	9343	MSANTD4	MSANTD4	NM_032424			MSANTD4			NA
